"pat","EREG_mRNAsi"
"TCGA.E2.A1IE.01A",0.77615589374267
"TCGA.E2.A1IF.01A",0.59240327219683
"TCGA.E2.A1IG.01A",0.482158533326477
"TCGA.E2.A1IH.01A",0.530604593267879
"TCGA.E2.A1II.01A",0.538613936552981
"TCGA.E2.A1IJ.01A",0.506972338813481
"TCGA.E2.A1IK.01A",0.687129927238806
"TCGA.E2.A1IL.01A",0.645940794317093
"TCGA.E2.A1IN.01A",0.576500070029631
"TCGA.E2.A1IO.01A",0.676364155788261
"TCGA.E2.A1IU.01A",0.567191319219964
"TCGA.E2.A1L6.01A",0.713502695287969
"TCGA.E2.A1L7.01A",0.771572336436742
"TCGA.E2.A1L8.01A",0.764266737915816
"TCGA.E2.A1L9.01A",0.745238428249609
"TCGA.E2.A1LA.01A",0.462042614301798
"TCGA.E2.A1LB.01A",0.650981038516704
"TCGA.E2.A1LE.01A",0.671889611344753
"TCGA.E2.A1LG.01A",0.830320283168868
"TCGA.E2.A1LH.01A",0.815271295023143
"TCGA.E2.A1LI.01A",0.788816041975427
"TCGA.E2.A1LK.01A",0.67185343734332
"TCGA.E2.A1LL.01A",0.681414419319369
"TCGA.E2.A2P5.01A",0.784909978053316
"TCGA.E2.A2P6.01A",0.578800553508368
"TCGA.E2.A3DX.01A",0.728068719870971
"TCGA.E2.A56Z.01A",0.405188985947055
"TCGA.E2.A570.01A",0.492891472009635
"TCGA.E2.A572.01A",0.58039221394163
"TCGA.E2.A573.01A",0.687698645116094
"TCGA.E2.A574.01A",0.855291263619559
"TCGA.E2.A576.01A",0.741236020239049
